quelle,url,titel,address,plz,bezirk,preis,wohnfläche,zimmer,balkon,terrasse,garten,einbauküche,fahrstuhl,keller,garage,carport,parkplatz,barrierefrei,haustiere_erlaubt,teilmöbliert_/_möbliert,stockwerk,verfügbar,bautyp,zustand,baujahr,preis_raw,wohnfläche_raw,zimmer_raw,böden,befristung,heizung,abstellraum,objekttyp,grundfläche,objektbeschreibung,lage,ausstattung,preis_und_detailinformation,zusatzinformationen,sonstiges,energieausweis_heizung,details,beschreibung,merkmale,highlight_raw
immowelt,https://www.immowelt.at/expose/2n4n754,Modernes Zuhause in der Odoakergasse: Clever gestaltete Wohnflächen & nachhaltiges Konzept,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,36.05,2.0,False,False,,False,True,False,False,,False,,False,False,1. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 830,"36,05 m²",2,"Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nkw554,Modern. Nachhaltig. Perfekt angebunden. ERSTBEZUG in UBAHN Nähe,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,36.05,2.0,True,False,,False,True,False,False,,False,,False,False,4. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 899,"36,05 m²",2,"Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n6r454,ODO25 | 2 Zimmer | Balkon | Erstbezug | Mietbeginn ab 01.07.2026,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,36.05,2.0,True,False,,True,True,False,True,,False,,False,False,4. Geschoss,01.07.2026,,Erstbezug,2026,"€ 899,01","36,05 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nqp454,ODO25 | 2 Zimmer | Balkon | klare Raumstruktur | Mietbeginn ab 01.07.2026,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,36.05,2.0,True,False,,True,True,False,True,,False,,False,False,3. Geschoss,01.07.2026,,Erstbezug,2026,"€ 890,01","36,05 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nsl454,ODO25 | 2 Zimmer | Balkon | durchdachter Schnitt | Mietbeginn ab 01.07.2026,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,36.05,2.0,True,False,,True,True,False,True,,False,,False,False,2. Geschoss,01.07.2026,,Erstbezug,2026,"€ 880,01","36,05 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nej454,ODO25 | 2 Zimmer | Balkon | klare Raumaufteilung | Mietbeginn ab 01.07.2026,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,36.05,2.0,False,False,,True,True,False,True,,False,,False,False,1. Geschoss,01.07.2026,,Erstbezug,2026,€ 830,"36,05 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nnsb52,AKTION-EIN MONAT MIETFREI Kompakte Mietwohnungen in ruhiger Lage- weitere Einheiten folgen,Straße nicht freigegeben 1210 Wien (Floridsdorf),1210,21,,36.0,1.0,False,False,,False,False,False,False,,False,,False,False,,,,Altbau (bis 1945),1993,"€ 739,86",36 m²,1,,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Baujahr: 1993 Zustand: Altbau (bis 1945),<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2m7fs5y,Exquisite Garconniere mit Balkon,Schützplatz 1140 Wien (Penzing),1140,14,,36.0,1.0,True,False,,False,True,False,False,,False,,False,False,,sofort,Neubau,Erstbezug,2016,€ 799,36 m²,1,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Balkon offene Küche Böden: Fliesenboden, Parkett Zustand: Erstbezug Baujahr: 2016 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2njzp52,"Neubauprojekt ""Herz & Heim"" in Simmering - 1 Zimmer-Wohnung mit Loggia - zu Mieten in 1110 Wien",Straße nicht freigegeben 1110 Wien (Simmering),1110,11,,35.9,1.0,True,False,,True,True,True,False,,False,,True,True,1. Geschoss,Q3 2026,,Erstbezug,2026,€ 749,"35,90 m²",1,Parkett,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Bad mit Dusche Loggia Einbauküche Böden: Parkett Ausstattung: teilweise möbliert Zustand: Erstbezug Weitere Räume: Kelleranteil Haustiere erlaubt Baujahr: 2026 Personenaufzug,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nuw554,ODO25 - Helles Wohnen mit Blick ins Grüne & nachhaltigen Lebenskonzepten,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,35.78,2.0,False,False,,False,True,False,False,,False,,False,False,5. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 799,"35,78 m²",2,"Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nmt454,ODO25 | 2 Zimmer | Dachgeschoss | Erstbezug | Mietbeginn ab 01.07.2026,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,35.78,2.0,False,False,,True,True,False,True,,False,,False,False,5. Geschoss,01.07.2026,,Erstbezug,2026,€ 799,"35,78 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mcz95v,"Exklusive Mietwohnungen in der Wigandgasse 37 - Historisches Flair im ""Freihof""",Wigandgasse 37 1190 Wien (Döbling),1190,19,,35.21,2.0,False,False,,True,False,False,False,,False,,False,True,Erdgeschoss,,,renoviert / saniert,1455,"€ 1.395,57","35,21 m²",2,Parkett,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Einbauküche, offene Küche Böden: Parkett Ausstattung: teilweise möbliert Zustand: renoviert / saniert Baujahr: 1455",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nz2m53,Lichtdurchflutete Garconniere mit großer Terrasse in Unter St. Veit.,Münichreiterstraße 52 1130 Wien (Hietzing),1130,13,,35.0,1.0,False,True,,True,False,False,False,,False,,False,False,3. Geschoss,01.03.2026,,,1974,"€ 729,50",35 m²,1,,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Bad mit Fenster und Wanne Terrasse Einbauküche Ausstattung: neuwertig Baujahr: 1974,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2menp5y,Sky-Living über der Donau im 30. Stock der exklusiven Danubeflats,Wagramer Straße 1220 Wien (Donaustadt),1220,22,,34.86,1.0,True,False,,False,True,False,True,,True,,False,True,30. Geschoss,sofort,Neubau,Erstbezug,2024,€ 1.500,"34,86 m²",1,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon offene Küche Böden: Fliesenboden, Parkett Ausstattung: möbliert Zustand: Erstbezug voll klimatisiert Baujahr: 2024 Zustand: Neubau Personenaufzug 1 Stellplatz: Garage Wellness: Swimming-Pool, Sauna",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nfn754,U3-Nähe | Erstbezug | Nachhaltiger Neubau in Ottakring,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,34.58,2.0,False,True,,False,True,False,False,,False,,False,False,Erdgeschoss,01.07.2026,Neubau,Erstbezug,2026,€ 860,"34,58 m²",2,"Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Terrasse offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2npr454,ODO25 | 2 Zimmer | Terrasse | kompakter Grundriss | Mietbeginn ab 01.07.2026,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,34.58,2.0,False,True,,True,True,False,True,,False,,False,False,Erdgeschoss,01.07.2026,,Erstbezug,2026,€ 860,"34,58 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Terrasse Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nxvc52,Moderne 1-Zimmer-Wohnung mit Terrasse + Gym + Saune - direkt bei U2-Donaumarina in 1020 Wien zu mieten,Straße nicht freigegeben 1020 Wien (Leopoldstadt),1020,2,,34.39,1.0,True,False,,True,True,True,False,,False,,True,False,1. Geschoss,ab Februar,,,2021,€ 875,"34,39 m²",1,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Ausstattung: neuwertig Weitere Räume: Kelleranteil Haustiere erlaubt Baujahr: 2021 Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mlc25x,| GARTENWOHNUNG NAHE DONAUINSEL | RUHIGE INNENHOFLAGE | 24M² GARTEN | AB SOFORT,Straße nicht freigegeben 1210 Wien (Floridsdorf),1210,21,,34.0,1.5,False,True,,False,False,False,False,,False,,False,False,Erdgeschoss,01.02.2026,Neubau,,2023,€ 849,34 m²,"1,5",,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Terrasse Ausstattung: neuwertig Baujahr: 2023 Zustand: Neubau,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nww352,"Moderne 2-Zimmer-Wohnung in 1140 Wien - Neuwertig, Fußbodenheizung & Tiefgarage Optional!",Straße nicht freigegeben 1140 Wien (Penzing),1140,14,,33.45,2.0,False,False,,True,True,False,False,,False,,False,False,,01.02.2026,Neubau,,2019,€ 990,"33,45 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Einbauküche Böden: Fliesenboden, Parkett Ausstattung: neuwertig Weitere Räume: Abstellraum Baujahr: 2019 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nhjf53,Modernes Wohnen direkt bei der U3 Kendlerstraße mit hochwertiger Ausstattung!,Zöchbauerstraße 5 1160 Wien (Ottakring),1160,16,,33.08,1.0,True,False,,True,True,False,False,,False,,False,False,2. Geschoss,01.04.2026,Neubau,,2024,€ 789,"33,08 m²",1,Parkett,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon, Loggia Einbauküche, offene Küche Böden: Parkett Ausstattung: neuwertig Baujahr: 2024 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nrkx53,Singlehit - Wohnen am Wasser - Nähe U1 Station Donau,Wagramer Straße 1220 Wien (Donaustadt),1220,22,,32.81,1.0,True,False,,False,True,False,False,,False,,False,False,6. Geschoss,ab 1.2.2026,Neubau,,2023,"€ 885,27","32,81 m²",1,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon, Loggia offene Küche Böden: Fliesenboden, Parkett Ausstattung: neuwertig voll klimatisiert Baujahr: 2023 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mtdf5x,Modernes Single Apartment mit Terrasse - Erstbezug,Senefeldergasse 1100 Wien (Favoriten),1100,10,,32.58,2.0,False,True,,True,True,False,False,,False,,False,False,4. Geschoss,ab sofort,,Erstbezug,,€ 900,"32,58 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Terrasse Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n52a52,Helle 2-Zimmer-Wohnung in Innenhoflage - nur 4 Minuten zur U1 Reumannplatz,Kudlichgasse 1100 Wien (Favoriten),1100,10,,32.44,2.0,True,False,,True,True,True,False,,False,,False,False,5. Geschoss,01.02.2026,,gepflegt,2004,,"32,44 m²",2,,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Balkon Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil Baujahr: 2004 Personenaufzug,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mkyd5w,DIE ZIMMEREI | Möblierte 2-Zimmer-Wohnung mit Balkon in der Leopoldstadt / 2nd district | Maxi Bude,Vorgartenstraße 204 1020 Wien (Leopoldstadt),1020,2,,32.4,2.0,True,False,,True,True,True,False,,False,,False,False,10. Geschoss,01.04.2026,,,2015,€ 975,"32,40 m²",2,,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Bad mit Dusche Balkon Einbauküche Weitere Räume: Kelleranteil Baujahr: 2015 Personenaufzug,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n86j53,"Ab 15.06.2026: Hervorragend geschnittene 1,5-Zimmer-Wohnung in Ottakring | Balkon | Kendlerstraße",Adolf-Czettel-Gasse 7 1160 Wien (Ottakring),1160,16,,32.31,1.5,True,False,,True,True,False,False,,False,,False,False,1. Geschoss,15.06.2026,,,2020,€ 795,"32,31 m²","1,5","Fliesenboden, Parkett, Steinboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Balkon Einbauküche Böden: Fliesenboden, Parkett, Steinboden Ausstattung: neuwertig Anschlüsse: Kabelanschluss Baujahr: 2020 Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n93q52,"Neubauprojekt ""Herz & Heim"" in Simmering - 1 Zimmer-Wohnung mit Loggia - zu Mieten in 1110 Wien",Straße nicht freigegeben 1110 Wien (Simmering),1110,11,,32.22,1.0,False,False,,True,True,True,False,,False,,True,True,1. Geschoss (Dachgeschoss),Q3 2026,,Erstbezug,2026,"€ 749,01","32,22 m²",1,Parkett,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Bad mit Dusche Einbauküche Böden: Parkett Ausstattung: teilweise möbliert Zustand: Erstbezug Weitere Räume: Kelleranteil Haustiere erlaubt Baujahr: 2026 Personenaufzug,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2m7lh5y,"Neubauprojekt ""Herz & Heim"" in Simmering - 1 Zimmer-Wohnung mit Loggia - zu Mieten in 1110 Wien",Straße nicht freigegeben 1110 Wien (Simmering),1110,11,,32.01,1.0,True,False,,True,True,True,False,,False,,True,True,1. Geschoss,Q3 2026,,Erstbezug,2026,"€ 718,99","32,01 m²",1,Parkett,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Bad mit Dusche Loggia Einbauküche Böden: Parkett Ausstattung: teilweise möbliert Zustand: Erstbezug Weitere Räume: Kelleranteil Haustiere erlaubt Baujahr: 2026 Personenaufzug,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n3wj53,Viertel Zwei | Modernes Apartment mit Balkon & Topausstattung nahe U2 Krieau,Straße nicht freigegeben 1020 Wien (Leopoldstadt),1020,2,,31.95,1.5,False,False,,False,True,False,False,,False,,False,True,2. Geschoss,sofort,Neubau,,2017,"€ 1.087,52","31,95 m²","1,5","Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Pantry barrierefrei Böden: Fliesenboden, Parkett Ausstattung: möbliert, neuwertig Weitere Räume: Wasch-Trockenraum Baujahr: 2017 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2njaa54,ODO25 - ERSTBEZUG nahe U3 mit Erdwärme & Freiflächen,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,31.87,1.5,True,False,,False,True,False,False,,False,,False,False,3. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 810,"31,87 m²","1,5","Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nd8854,"ODO25 - Durchdachte 1,5-3 Zimmerwohnungen mit Freiflächen und urbanem Lifestyle",Odoakergasse 25 1160 Wien (Ottakring),1160,16,,31.87,1.5,True,False,,False,True,False,False,,False,,False,False,2. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 799,"31,87 m²","1,5","Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n7n754,Modern. Nachhaltig. Perfekt angebunden. ERSTBEZUG in UBAHN Nähe,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,31.87,1.5,False,False,,False,True,False,False,,False,,False,False,1. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 749,"31,87 m²","1,5","Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nv2554,"ODO25 - Komfortables Wohnen mit bodentiefen Fenstern, Freiflächen & ÖGNI-Gold-Anspruch",Odoakergasse 25 1160 Wien (Ottakring),1160,16,,31.87,1.5,True,False,,False,True,False,False,,False,,False,False,4. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 820,"31,87 m²","1,5","Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n4r454,"ODO25 | 1,5 Zimmer | Balkon | Erstbezug | Mietbeginn ab 01.07.2026",Odoakergasse 25 1160 Wien (Ottakring),1160,16,,31.87,1.5,True,False,,True,True,False,True,,False,,False,False,4. Geschoss,01.07.2026,,Erstbezug,2026,€ 820,"31,87 m²","1,5","Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nhp454,"ODO25 | 1,5 Zimmer | Balkon | Stadtwohnen | Mietbeginn ab 01.07.2026",Odoakergasse 25 1160 Wien (Ottakring),1160,16,,31.87,1.5,True,False,,True,True,False,True,,False,,False,False,3. Geschoss,01.07.2026,,Erstbezug,2026,€ 810,"31,87 m²","1,5","Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2ngl454,"ODO25 | Balkonwohnung | 1,5 Zimmer | Mietbeginn ab 01.07.2026",Odoakergasse 25 1160 Wien (Ottakring),1160,16,,31.87,1.5,True,False,,True,True,False,True,,False,,False,False,2. Geschoss,01.07.2026,,Erstbezug,2026,€ 799,"31,87 m²","1,5","Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n9j454,"ODO25 | 1,5 Zimmer | Balkon | Mietbeginn ab 01.07.2026",Odoakergasse 25 1160 Wien (Ottakring),1160,16,,31.87,1.5,False,False,,True,True,False,True,,False,,False,False,1. Geschoss,01.07.2026,,Erstbezug,2026,€ 749,"31,87 m²","1,5","Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nk9a54,Wohnen mit Blick & Konzept: ODO25 in bester Lage mit intelligenten Grundrissen,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,31.77,1.5,True,False,,False,True,False,False,,False,,False,False,3. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 810,"31,77 m²","1,5","Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nb8854,Ihr neues Zuhause in Wien-Ottakring - ODO25 vereint Komfort & Nachhaltigkeit,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,31.77,1.5,True,False,,False,True,False,False,,False,,False,False,2. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 799,"31,77 m²","1,5","Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nan754,Modernes Zuhause in der Odoakergasse: Clever gestaltete Wohnflächen & nachhaltiges Konzept,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,31.77,1.5,False,False,,False,True,False,False,,False,,False,False,1. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 749,"31,77 m²","1,5","Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
